commit_hash,contains_bug,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,perf_type,x,False rf,True rf
37551e99e584c2e497bd518f2c8cff990e539a5a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6b87e49c377731b0347ce2a0fb2db3da2a13ec3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626b4c9b46766a4591666de88f83f19233dd035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc4588af675e52c71ab7b0dcf697f25983eef906,0,2,4,5,2.077215293,34,19,900.6,12,33.69532176,5,19,11.25,15,0,1
3d03b9b5ac9e345d13b19f4909e24d5e8b8e0dd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6c5d7298f7e68a317d997709cc8be16f048c66f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5433525f5ecda967a755dbff9f54ed96ce8bb81c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0e4f00c8c3986c0702f2b08b0d2cd4dd18b1dbf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7659ae2eefd2fc20776b11e1961b3d57f0f1e9c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6771314439eca4aa936b1bd993092c34b7c5eeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddd9cf752fb7222c5f21c736510d7dc2156d620e,0,1,1,1,0,5,37,1345,7,5.031782407,1,638,22.98358897,157,0,0
123ad329c5744ca05610e46ee6309db603480d48,0,1,1,1,0,5,4,256,5,24.97895833,1,1499,93.97525417,1236,0,0
edeebed147e0abaca146d6ea2d2e1811dc8759aa,0,1,1,1,0,14,14,1363,13,0.001458333,1,247,22.93947472,143,0,0
2e74d924898369462b01049d17fe816f52040e3b,0,1,1,1,0,1,0,749,5,0.200706019,1,331,25.28330045,86,0,0
0520aeb7e751626b62268c1495c941d33b01cdfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c63d068af8e8c6db4cad077181598fe8452b0b72,0,1,1,1,0,10,0,1094,4,6.453969907,1,1115,35.51044224,66,0,0
5285000908e486ae80ef1a289e8a055d65d5dd7f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cf6f7920f7742bb9a17a23ad37499d9213807d81,0,3,3,3,1.352199627,44,10,2516.666667,303,596.5497377,3,21,2.40980821,15.66666667,0,0
49cb12ad138a9bc33eba3df16b1bfd70f451f248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9f0509ee358e0fa1e4eafd53015ea534ec212ccf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbcec0cc465dddc81134a15c42b292c35d3316b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
